Question,Answer,Label
What are weak and electromatic forces expressions of?,fundamental electroweak interaction.,1
Who provided a philosophical discussion of force?,Aristotle,1
What was the concept of force an integral part of?,Aristotelian cosmology,1
What was the concept of force an integral part of?,cosmology,1
How many elements did Aristotle believe the terrestrial sphere to be made up of?,four,1
Where did Aristotle believe the natural place for earth and water elements?,on the ground,1
Where did Aristotle believe the natural place for earth and water elements?,ground,1
Where did Aristotle believe the natural place for earth and water elements?,heavy bodies to fall,1
What did Aristotle refer to forced motion as?,unnatural,1
What did Aristotle refer to forced motion as?,natural motion,1
What did Aristotle refer to forced motion as?,continued application of a force,1
When were the shortcomings of Aristotle's physics overcome?,17th century,1
When were the shortcomings of Aristotle's physics overcome?,the 17th century,1
Whose work  corrected Aristotle's physics in the seventeenth century?,Galileo Galilei,1
Whose work  corrected Aristotle's physics in the seventeenth century?,"Galileo Galilei,",1
What did objects in forced motion contain according to the late Medieval idea that influence Aristotle?,impetus,1
What did objects in forced motion contain according to the late Medieval idea that influence Aristotle?,innate force of impetus,1
What did objects in forced motion contain according to the late Medieval idea that influence Aristotle?,gravity,1
What did objects in forced motion contain according to the late Medieval idea that influence Aristotle?,an innate force of impetus,1
Who experimented by rolling stones and canonballs down a steep incline?,Galileo,1
Who experimented by rolling stones and canonballs down a steep incline?,Galileo Galilei,1
What force acted on bodies to retard their velocity?,friction,1
What force acted on bodies to retard their velocity?,gravity,1
What force acted on bodies to retard their velocity?,force,1
"Whose First Law of Motion says that unless acted upon be forces, objects would continue to move at a constant velocity?",Newton,1
"Whose First Law of Motion says that unless acted upon be forces, objects would continue to move at a constant velocity?",Newton's,1
What insight of Galileo was associated with constant velocity?,lack of net force,1
What insight of Galileo was associated with constant velocity?,constant velocity was associated with a lack of net force,1
Who proposed that innate intertial is the natural state of objects?,Newton,1
What law connects relative velocities with inertia?,Newton's First,1
What law connects relative velocities with inertia?,first law,1
What law connects relative velocities with inertia?,Newton's First Law,1
What law connects relative velocities with inertia?,First Law,1
"What are the laws of physics of Galileo, in reference to objest in motion and rest?",the same,1
"What are the laws of physics of Galileo, in reference to objest in motion and rest?",a Galilean transformation,1
"What are the laws of physics of Galileo, in reference to objest in motion and rest?",Galilean transformation,1
"What are the laws of physics of Galileo, in reference to objest in motion and rest?",the laws of physics are the same in every inertial frame of reference,1
"What are the laws of physics of Galileo, in reference to objest in motion and rest?",the same in every inertial frame of reference,1
What doesn't change from being at rest to movement at a constant velocity?,laws of physics,1
What doesn't change from being at rest to movement at a constant velocity?,the laws of physics,1
What path does a ball thrown up and down in a moving vehicle take when seen by an outside observer? ,parabolic,1
What path does a ball thrown up and down in a moving vehicle take when seen by an outside observer? ,parabolic path,1
What path does a ball thrown up and down in a moving vehicle take when seen by an outside observer? ,a curving parabolic path,1
What path does a ball thrown up and down in a moving vehicle take when seen by an outside observer? ,curving parabolic path,1
What sate are things inside of a moving vehicle as seen by a  person inside the vehicle?,at rest,1
What sate are things inside of a moving vehicle as seen by a  person inside the vehicle?,rest,1
What sate are things inside of a moving vehicle as seen by a  person inside the vehicle?,the vehicle and everything inside of it is at rest:,1
What applies to equally to constant velocity motion as it does to rest.,Inertia,1
What concept explains why objects continue in constant motion?,inertia,1
What makes day length constant on Earth?,rotational inertia of planet,1
What makes day length constant on Earth?,rotational inertia of planet Earth,1
What makes day length constant on Earth?,rotational inertia,1
What makes day length constant on Earth?,The rotational inertia of planet Earth,1
Who explained that inertial reference frames equaled reference frames subject to constant acceleration?,Albert Einstein,1
What do astronaughts experience while in free-fall?,weightlessness,1
What was the basis mentioned for the develpment of the general theory of relativity?,principle of equivalence,1
What describes the proportionality of acceleration to force and mass?,Newton's Second Law,1
What kind of measurements define accelerlations?,kinematic,1
What kind of measurements define accelerlations?,kinematic measurements,1
What has an equivalence between mass and space-time?,General relativity,1
What is missing a theory on quantum gravity?,General relativity,1
What is missing a theory on quantum gravity?,coherent theory of quantum gravity,1
"In Newton's second law, what are the units of mass and force in relation to microscales?",fixed,1
